-308237986270023	-0.238925296901471
-264302059496567	-0.491672718417021
-219908466819222	-1.03468475682934
-175972540045767	-0.999800347088922
-131578947368421	-0.104653229221356
-0881006864988558	7.41129157881574
-0441647597254004	40.2362047517393
000228832951945090	86.0019175455417
0441647597254004	40.0157089543233
0885583524027460	6.39503632147188
132036613272311	-1.62113775831466
175972540045767	-3.02441250485430
220366132723112	-3.27979271201065
264302059496568	-3.53254013352620
308237986270023	-3.49765572378573
